SOURCE,COMMODITY,COUNTRY,TYPE,UNIT_MEAS,PROD_2023,PROD_EST_ 2024,PROD_NOTES,CAP_2023,CAP_EST_ 2024,CAP_NOTES,RESERVES_2024,RESERVE_NOTES
MCS2025,Clays,Other Countries,"Mine poduction, Kaolin",thousand metric tons,9950,9900,,,,,,
MCS2025,Clays,World total (rounded),"Mine poduction, Kaolin",thousand metric tons,44400,4400,,,,,,
MCS2025,Cobalt,United States,"Mine production, estimated",metric tons,500,300,,,,,70000,
MCS2025,Cobalt,Australia,"Mine production, cobalt content, estimated",metric tons,5220,3600,,,,,1700000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 610,000 tons."
MCS2025,Cobalt,Canada ,"Mine production, cobalt content, estimated",metric tons,4220,4500,,,,,220000,
MCS2025,Cobalt,Congo (Kinshasa),"Mine production, cobalt content, estimated",metric tons,175000,220000,,,,,6000000,
MCS2025,Cobalt,Cuba,"Mine production, cobalt content, estimated",metric tons,3300,3500,,,,,500000,
MCS2025,Cobalt,Indonesia,"Mine production, cobalt content, estimated",metric tons,19000,28000,,,,,640000,
MCS2025,Cobalt,Madagascar,"Mine production, cobalt content, estimated",metric tons,4000,2600,,,,,100000,
MCS2025,Cobalt,New Caledonia,"Mine production, cobalt content, estimated",metric tons,2570,1500,,,,,,NA
MCS2025,Cobalt,Papua New Guinea,"Mine production, cobalt content, estimated",metric tons,3070,2800,,,,,62000,
MCS2025,Cobalt,Philippines,"Mine production, cobalt content, estimated",metric tons,3800,3800,,,,,260000,
MCS2025,Cobalt,Russia ,"Mine production, cobalt content, estimated",metric tons,8700,8700,,,,,250000,
MCS2025,Cobalt,Turkey,"Mine production, cobalt content, estimated",metric tons,2500,2700,,,,,91000,
MCS2025,Cobalt,Other Countries,"Mine production, cobalt content, estimated",metric tons,6080,6200,,,,,800000,
MCS2025,Cobalt,World total (rounded),"Mine production, cobalt content, estimated",metric tons,238000,290000,,,,,11000000,
MCS2025,Copper ,United States,"Mine production, recoverable copper content",thousand metric tons,1130,1100,,,,,47000,
MCS2025,Copper ,Australia,"Mine production, recoverable copper content",thousand metric tons,778,800,,,,,100000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 27 million tons."
MCS2025,Copper ,Canada ,"Mine production, recoverable copper content",thousand metric tons,500,450,,,,,8300,
MCS2025,Copper ,Chile,"Mine production, recoverable copper content",thousand metric tons,5250,5300,,,,,190000,
MCS2025,Copper ,China,"Mine production, recoverable copper content",thousand metric tons,1820,1800,,,,,41000,
MCS2025,Copper ,Congo (Kinshasa),"Mine production, recoverable copper content",thousand metric tons,2930,3300,,,,,80000,
MCS2025,Copper ,Germany,"Mine production, recoverable copper content",thousand metric tons,,,,,,,,
MCS2025,Copper ,India,"Mine production, recoverable copper content",thousand metric tons,27,30,,,,,2200,
MCS2025,Copper ,Indonesia,"Mine production, recoverable copper content",thousand metric tons,907,1100,,,,,21000,
MCS2025,Copper ,Japan,"Mine production, recoverable copper content",thousand metric tons,,,,,,,,
MCS2025,Copper ,Kazakhstan,"Mine production, recoverable copper content",thousand metric tons,740,740,estimated 2023,,,,20000,
MCS2025,Copper ,"Korea, Republic of","Mine production, recoverable copper content",thousand metric tons,,,,,,,,
MCS2025,Copper ,Mexico,"Mine production, recoverable copper content",thousand metric tons,699,700,,,,,53000,
MCS2025,Copper ,Peru,"Mine production, recoverable copper content",thousand metric tons,2760,2600,,,,,100000,
MCS2025,Copper ,Poland,"Mine production, recoverable copper content",thousand metric tons,395,410,,,,,34000,
MCS2025,Copper ,Russia ,"Mine production, recoverable copper content",thousand metric tons,890,930,estimated 2023,,,,80000,
MCS2025,Copper ,Zambia,"Mine production, recoverable copper content",thousand metric tons,712,680,,,,,21000,
MCS2025,Copper ,Other Countries,"Mine production, recoverable copper content",thousand metric tons,3020,2700,,,,,180000,
MCS2025,Copper ,World total (rounded),"Mine production, recoverable copper content",thousand metric tons,22600,23000,,,,,980000,
MCS2025,Copper ,United States,"Refinery production, copper",thousand metric tons,882,890,,,,,,
MCS2025,Copper ,Australia,"Refinery production, copper",thousand metric tons,442,460,,,,,,
MCS2025,Copper ,Canada ,"Refinery production, copper",thousand metric tons,315,320,,,,,,
MCS2025,Copper ,Chile,"Refinery production, copper",thousand metric tons,2080,1900,,,,,,
MCS2025,Copper ,China,"Refinery production, copper",thousand metric tons,12000,12000,,,,,,
MCS2025,Copper ,Congo (Kinshasa),"Refinery production, copper",thousand metric tons,2170,2500,,,,,,
MCS2025,Copper ,Germany,"Refinery production, copper",thousand metric tons,609,630,,,,,,
MCS2025,Copper ,India,"Refinery production, copper",thousand metric tons,509,510,,,,,,
MCS2025,Copper ,Indonesia,"Refinery production, copper",thousand metric tons,225,350,,,,,,
MCS2025,Copper ,Japan,"Refinery production, copper",thousand metric tons,1490,1600,,,,,,
MCS2025,Copper ,Kazakhstan,"Refinery production, copper",thousand metric tons,458,470,,,,,,
MCS2025,Copper ,"Korea, Republic of","Refinery production, copper",thousand metric tons,604,620,,,,,,
MCS2025,Copper ,Mexico,"Refinery production, copper",thousand metric tons,509,350,,,,,,
MCS2025,Copper ,Peru,"Refinery production, copper",thousand metric tons,403,390,,,,,,
MCS2025,Copper ,Poland,"Refinery production, copper",thousand metric tons,592,590,,,,,,
MCS2025,Copper ,Russia ,"Refinery production, copper",thousand metric tons,1000,960,estimated 2023,,,,,
MCS2025,Copper ,Zambia,"Refinery production, copper",thousand metric tons,222,170,,,,,,
MCS2025,Copper ,Other Countries,"Refinery production, copper",thousand metric tons,2460,2500,,,,,,
MCS2025,Copper ,World total (rounded),"Refinery production, copper",thousand metric tons,27000,27000,,,,,,
MCS2025,Diamond (industrial),United States,"Mine production, industrial diamond",million carats,,,,,,,,NA
MCS2025,Diamond (industrial),Angola,"Mine production, industrial diamond",million carats,1,1,,,,,150,
MCS2025,Diamond (industrial),Botswana,"Mine production, industrial diamond",million carats,8,8,,,,,250,
MCS2025,Diamond (industrial),Congo (Kinshasa),"Mine production, industrial diamond",million carats,7,7,,,,,150,
MCS2025,Diamond (industrial),Russia ,"Mine production, industrial diamond",million carats,16,16,,,,,990,
MCS2025,Diamond (industrial),South Africa ,"Mine production, industrial diamond",million carats,4,4,,,,,85,
MCS2025,Diamond (industrial),Zimbabwe,"Mine production, industrial diamond",million carats,4,4,,,,,,NA
MCS2025,Diamond (industrial),Other Countries,"Mine production, industrial diamond",million carats,1,1,,,,,120,
MCS2025,Diamond (industrial),World total (rounded),"Mine production, industrial diamond",million carats,41,41, ,,,,1700,
MCS2025,Diatomite,United States,"Mine production, estimated",thousand metric tons,849,880,,,,,250000,
MCS2025,Diatomite,Argentina,"Mine production, estimated",thousand metric tons,100,100,,,,,,NA
MCS2025,Diatomite,China,"Mine production, estimated",thousand metric tons,370,370,,,,,120000,
MCS2025,Diatomite,Czechia,"Mine production, estimated",thousand metric tons,44,40,,,,,,NA
MCS2025,Diatomite,Denmark (processed),"Mine production, estimated",thousand metric tons,530,530,,,,,,NA
MCS2025,Diatomite,France,"Mine production, estimated",thousand metric tons,250,250,,,,,1000,
MCS2025,Diatomite,Germany,"Mine production, estimated",thousand metric tons,50,50,,,,,,NA
MCS2025,Diatomite,"Korea, Republic of","Mine production, estimated",thousand metric tons,50,50,,,,,2200,
MCS2025,Diatomite,Mexico,"Mine production, estimated",thousand metric tons,100,100,,,,,,NA
MCS2025,Diatomite,Peru,"Mine production, estimated",thousand metric tons,100,100,,,,,,NA
MCS2025,Diatomite,Mozambique,"Mine production, estimated",thousand metric tons,50,50,,,,,,NA
MCS2025,Diatomite,Russia ,"Mine production, estimated",thousand metric tons,50,50,,,,,,NA
MCS2025,Diatomite,Spain,"Mine production, estimated",thousand metric tons,50,50,,,,,57000,
MCS2025,Diatomite,Turkey,"Mine production, estimated",thousand metric tons,240,240,,,,,44000,
MCS2025,Diatomite,Other Countries,"Mine production, estimated",thousand metric tons,172,170,,,,,,NA
MCS2025,Diatomite,World total (rounded),"Mine production, estimated",thousand metric tons,3010,3000,,,,,,Large
MCS2025,Feldspar,United States,"Mine production, estimated",thousand metric tons,450,450,,,,,,NA
MCS2025,Feldspar,"Brazil (beneficiated, marketable)","Mine production, estimated",thousand metric tons,622,420,reported,,,,150000,
MCS2025,Feldspar,China,"Mine production, estimated",thousand metric tons,2500,2500,,,,,730000,
MCS2025,Feldspar,India,"Mine production, estimated",thousand metric tons,6000,6000,,,,,320000,
MCS2025,Feldspar,Iran,"Mine production, estimated",thousand metric tons,3100,3100,,,,,130000,
MCS2025,Feldspar,Italy,"Mine production, estimated",thousand metric tons,2200,2200,,,,,,NA
MCS2025,Feldspar,"Korea, Republic of","Mine production, estimated",thousand metric tons,991,990,reported,,,,200000,
MCS2025,Feldspar,Morocco,"Mine production, estimated",thousand metric tons,590,590,,,,,,NA
MCS2025,Feldspar,Russia,"Mine production, estimated",thousand metric tons,650,650,,,,,,NA
MCS2025,Feldspar,Saudi Arabia,"Mine production, estimated",thousand metric tons,650,650,,,,,,NA
MCS2025,Feldspar,Spain (includes pegmatites),"Mine production, estimated",thousand metric tons,990,990,,,,,,NA
MCS2025,Feldspar,Thailand,"Mine production, estimated",thousand metric tons,2000,2000,,,,,45000,
MCS2025,Feldspar,Turkey,"Mine production, estimated",thousand metric tons,9480,9500,reported,,,,720000,
MCS2025,Feldspar,Other Countries,"Mine production, estimated",thousand metric tons,3220,3200,,,,,,NA
MCS2025,Feldspar,World total (rounded),"Mine production, estimated",thousand metric tons,33400,33000,,,,,,Large
MCS2025,Fluorspar,United States,"Mine production, estimated",thousand metric tons,,,NA,,,,,NA
MCS2025,Fluorspar,China,"Mine production, estimated",thousand metric tons,6000,5900,,,,,86000,
MCS2025,Fluorspar,Germany,"Mine production, estimated",thousand metric tons,100,100,,,,,,NA
MCS2025,Fluorspar,Iran,"Mine production, estimated",thousand metric tons,121,120,,,,,7600,
MCS2025,Fluorspar,Mexico,"Mine production, estimated",thousand metric tons,1160,1200,Reported,,,,68000,
MCS2025,Fluorspar,Mongolia,"Mine production, estimated",thousand metric tons,1210,1200,,,,,34000,
MCS2025,Fluorspar,Pakistan,"Mine production, estimated",thousand metric tons,55,52,,,,,,NA
MCS2025,Fluorspar,South Africa ,"Mine production, estimated",thousand metric tons,345,380,,,,,41000,
MCS2025,Fluorspar,Spain,"Mine production, estimated",thousand metric tons,165,160,,,,,15000,
MCS2025,Fluorspar,Thailand,"Mine production, estimated",thousand metric tons,48,76,,,,,3600,
MCS2025,Fluorspar,Vietnam,"Mine production, estimated",thousand metric tons,146,110,reported,,,,16000,
MCS2025,Fluorspar,Other Countries,"Mine production, estimated",thousand metric tons,180,170,,,,,46000,
MCS2025,Fluorspar,World total (rounded),"Mine production, estimated",thousand metric tons,9530,9500,,,,,320000,
MCS2025,Gallium ,United States,Primary production,kilograms,,,,,,,,
MCS2025,Gallium ,China,Primary production,kilograms,621000,750000,"Estimated from China Nonferrous Metals Industry Association article. Source: Argus Media Group, Argus Non-Ferrous Markets. ",,1000000,,,
MCS2025,Gallium ,Japan,Primary production,kilograms,3000,3000,,,10000,,,
MCS2025,Gallium ,"Korea, Republic of",Primary production,kilograms,3000,3000,,,16000,,,
MCS2025,Gallium ,Russia ,Primary production,kilograms,6000,6000,,,10000,,,
MCS2025,Gallium ,Other Countries,Primary production,kilograms,,,"Other countries estimated to still have primary low-purity gallium production capacity include Germany, Hungary, Kazakhstan, and Ukraine.",,88000,estimated,,
MCS2025,Gallium ,World total (rounded),Primary production,kilograms,633000,760000,,,1100000,estimated,,
MCS2025,Garnet (industrial),United States,"Mine production, estimated",metric tons,71900,80000,,,,,5000000,
MCS2025,Garnet (industrial),Australia,"Mine production, estimated",metric tons,390000,390000,,,,,,Moderate to Large
MCS2025,Garnet (industrial),China,"Mine production, estimated",metric tons,310000,310000,,,,,37000000,
MCS2025,Garnet (industrial),Czechia,"Mine production, estimated",metric tons,3000,3000,,,,,,NA
MCS2025,Garnet (industrial),India,"Mine production, estimated",metric tons,15000,15000,,,,,8600000,
MCS2025,Garnet (industrial),Pakistan,"Mine production, estimated",metric tons,1900,1900,,,,,,NA
MCS2025,Garnet (industrial),South Africa ,"Mine production, estimated",metric tons,180000,180000,,,,,880000,
MCS2025,Garnet (industrial),World total (rounded),"Mine production, estimated",metric tons,972000,980000,,,,,,Moderate to Large
MCS2025,Gemstones,United States,"Mine production, thousand carats of gem-quality diamond",thousand carats,,,,,,,,NA
MCS2025,Gemstones,Angola,"Mine production, thousand carats of gem-quality diamond",thousand carats,8780,8800,,,,,150000,
MCS2025,Gemstones,Botswana,"Mine production, thousand carats of gem-quality diamond",thousand carats,17600,18000,,,,,250000,
MCS2025,Gemstones,Canada ,"Mine production, thousand carats of gem-quality diamond",thousand carats,16000,16000,,,,,110000,
MCS2025,Gemstones,Congo (Kinshasa),"Mine production, thousand carats of gem-quality diamond",thousand carats,1670,1700,,,,,150000,
MCS2025,Gemstones,Ghana,"Mine production, thousand carats of gem-quality diamond",thousand carats,203,200,,,,,,NA
MCS2025,Gemstones,Guinea,"Mine production, thousand carats of gem-quality diamond",thousand carats,96,96,,,,,,NA
MCS2025,Gemstones,Lesotho,"Mine production, thousand carats of gem-quality diamond",thousand carats,472,470,,,,,,NA
MCS2025,Gemstones,Namibia,"Mine production, thousand carats of gem-quality diamond",thousand carats,2390,2400,,,,,,NA
MCS2025,Gemstones,Russia ,"Mine production, thousand carats of gem-quality diamond",thousand carats,20900,21000,,,,,990000,
MCS2025,Gemstones,Sierra Leone,"Mine production, thousand carats of gem-quality diamond",thousand carats,420,420,,,,,,NA
MCS2025,Gemstones,South Africa ,"Mine production, thousand carats of gem-quality diamond",thousand carats,2360,2400,,,,,85000,
MCS2025,Gemstones,Tanzania,"Mine production, thousand carats of gem-quality diamond",thousand carats,162,160,,,,,,NA
MCS2025,Gemstones,Zimbabwe,"Mine production, thousand carats of gem-quality diamond",thousand carats,491,490,,,,,,NA
MCS2025,Gemstones,Other Countries,"Mine production, thousand carats of gem-quality diamond",thousand carats,280,280,,,,,120000,
MCS2025,Gemstones,World total (rounded),"Mine production, thousand carats of gem-quality diamond",thousand carats,71800,72000,,,,,>2000000,
MCS2025,Gemanium,United States,Primary and secondary refinery production,kilograms,,,,,,,,
MCS2025,Gemanium,Belgium,Primary and secondary refinery production,kilograms,,,,,,,,
MCS2025,Gemanium,Canada ,Primary and secondary refinery production,kilograms,,,,,,,,
MCS2025,Gemanium,China,Primary and secondary refinery production,kilograms,,,,,,,,
MCS2025,Gemanium,Germany,Primary and secondary refinery production,kilograms,,,,,,,,
MCS2025,Gemanium,Russia ,Primary and secondary refinery production,kilograms,,,,,,,,
MCS2025,Gemanium,Other Countries,Primary and secondary refinery production,kilograms,,,,,,,,
MCS2025,Gemanium,World total (rounded),Primary and secondary refinery production,kilograms,,,,,,,,
MCS2025,Gold ,United States,"mine production, gold content",metric tons,170,160,,,,,3000,
MCS2025,Gold ,Australia,"mine production, gold content",metric tons,296,290,,,,,12000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 4,600 tons."
MCS2025,Gold ,Brazil,"mine production, gold content",metric tons,71,70,,,,,2400,
MCS2025,Gold ,Burkina Faso,"mine production, gold content",metric tons,57,60,,,,,,NA
MCS2025,Gold ,Canada ,"mine production, gold content",metric tons,198,200,,,,,3200,
MCS2025,Gold ,China,"mine production, gold content",metric tons,375,380,,,,,3100,
MCS2025,Gold ,Colombia,"mine production, gold content",metric tons,61,60,,,,,700,
MCS2025,Gold ,Ghana,"mine production, gold content",metric tons,126,130,,,,,1000,
MCS2025,Gold ,Indonesia,"mine production, gold content",metric tons,100,100,estimated 2023,,,,3600,
MCS2025,Gold ,Kazakhstan,"mine production, gold content",metric tons,133,130,,,,,2300,
MCS2025,Gold ,Mali,"mine production, gold content",metric tons,67,70,estimated 2023,,,,800,
MCS2025,Gold ,Mexico,"mine production, gold content",metric tons,127,130,,,,,1400,
MCS2025,Gold ,Peru,"mine production, gold content",metric tons,100,100,,,,,2500,
MCS2025,Gold ,Russia ,"mine production, gold content",metric tons,313,310,,,,,12000,
MCS2025,Gold ,South Africa ,"mine production, gold content",metric tons,104,100,,,,,5000,
MCS2025,Gold ,Tanzania,"mine production, gold content",metric tons,55,60,,,,,400,
MCS2025,Gold ,Uzbekistan,"mine production, gold content",metric tons,120,120,,,,,1800,
MCS2025,Gold ,Other Countries,"mine production, gold content",metric tons,777,780,,,,,9200,
MCS2025,Gold ,World total (rounded),"mine production, gold content",metric tons,3250,3300,,,,,64000,
MCS2025,Graphite,United States,Mine production,metric tons,,,,,,,,Included in World total
MCS2025,Graphite,Austria,Mine production,metric tons,500,500,,,,,,Included in World total
MCS2025,Graphite,Brazil,Mine production,metric tons,66300,68000,,,,,74000000,
MCS2025,Graphite,Canada ,Mine production,metric tons,5470,20000,,,,,5900000,
MCS2025,Graphite,China,Mine production,metric tons,1210000,1270000,,,,,81000000,
MCS2025,Graphite,Germany,Mine production,metric tons,180,170,,,,,,Included in World total
MCS2025,Graphite,India,Mine production,metric tons,25600,27800,,,,,8600000,
MCS2025,Graphite,"Korea, North",Mine production,metric tons,8100,8100,estimated 2023,,,,2000000,
MCS2025,Graphite,"Korea, Republic of",Mine production,metric tons,9620,9600,,,,,1800000,
MCS2025,Graphite,Madagascar,Mine production,metric tons,63000,89000,estimated 2023,,,,27000000,
MCS2025,Graphite,Mexico,Mine production,metric tons,1300,900,,,,,3100000,
MCS2025,Graphite,Mozambique,Mine production,metric tons,98000,75000,estimated 2023,,,,25000000,
MCS2025,Graphite,Norway,Mine production,metric tons,6480,7000,,,,,600000,
MCS2025,Graphite,Russia ,Mine production,metric tons,15000,20000,estimated 2023,,,,14000000,
MCS2025,Graphite,Sri Lanka,Mine production,metric tons,3000,3300,,,,,1500000,
MCS2025,Graphite,Tanzania,Mine production,metric tons,13200,25000,estimated 2023,,,,18000000,
MCS2025,Graphite,Turkey,Mine production,metric tons,2800,3100,,,,,6900000,
MCS2025,Graphite,Ukraine,Mine production,metric tons,1670,1200,,,,,,Included in World total
MCS2025,Graphite,Vietnam,Mine production,metric tons,2500,2000,,,,,9700000,
MCS2025,Graphite,World total (rounded),Mine production,metric tons,1530000,1600000,,,,,290000000,
MCS2025,Gypsum,United States,"Mine production, estimated",thousand metric tons,21500,22000,reported,,,,700000,
MCS2025,Gypsum,Algeria,"Mine production, estimated",thousand metric tons,2500,2500,,,,,,NA
MCS2025,Gypsum,Brazil,"Mine production, estimated",thousand metric tons,3930,3600,reported,,,,450000,
MCS2025,Gypsum,Canada ,"Mine production, estimated",thousand metric tons,2400,2400,,,,,450000,
MCS2025,Gypsum,China,"Mine production, estimated",thousand metric tons,12000,12000,,,,,1800000,
MCS2025,Gypsum,France,"Mine production, estimated",thousand metric tons,2400,2400,,,,,350000,
MCS2025,Gypsum,Germany,"Mine production, estimated",thousand metric tons,4900,4900,,,,,,NA
MCS2025,Gypsum,India,"Mine production, estimated",thousand metric tons,4300,4300,,,,,37000,
MCS2025,Gypsum,Iran,"Mine production, estimated",thousand metric tons,16000,16000,,,,,750000,
MCS2025,Gypsum,Japan,"Mine production, estimated",thousand metric tons,4300,4300,,,,,,NA
MCS2025,Gypsum,Mexico,"Mine production, estimated",thousand metric tons,5400,5400,,,,,,NA
MCS2025,Gypsum,Oman,"Mine production, estimated",thousand metric tons,13900,14000,reported,,,,,NA
MCS2025,Gypsum,Pakistan,"Mine production, estimated",thousand metric tons,2100,2100,,,,,760000,
MCS2025,Gypsum,Russia ,"Mine production, estimated",thousand metric tons,4100,4100,,,,,,NA
MCS2025,Gypsum,Saudi Arabia,"Mine production, estimated",thousand metric tons,3800,3800,,,,,,NA
MCS2025,Gypsum,Spain,"Mine production, estimated",thousand metric tons,11000,11000,,,,,,NA
MCS2025,Gypsum,Thailand,"Mine production, estimated",thousand metric tons,9800,9800,,,,,910000,
MCS2025,Gypsum,Turkey,"Mine production, estimated",thousand metric tons,10300,10000,reported,,,,200000,
MCS2025,Gypsum,Uzbekistan,"Mine production, estimated",thousand metric tons,2000,2000,,,,,,NA
MCS2025,Gypsum,Other Countries,"Mine production, estimated",thousand metric tons,20000,23000,,,,,,NA
MCS2025,Gypsum,World total (rounded),"Mine production, estimated",thousand metric tons,157000,160000,,,,,,Large
MCS2025,Helium,United States (extracted from natural gas),"Production, helium gas content",million cubic meters,64,68,,,,,8500,
MCS2025,Helium,United States (from Cliffside Field),"Production, helium gas content",million cubic meters,18,13,,,,,50,
MCS2025,Helium,Algeria,"Production, helium gas content",million cubic meters,9,11,,,,,1800,
MCS2025,Helium,Australia,"Production, helium gas content",million cubic meters,1,,estimated 2023,,,,,NA
MCS2025,Helium,Canada ,"Production, helium gas content",million cubic meters,5,6,,,,,,NA
MCS2025,Helium,China,"Production, helium gas content",million cubic meters,2,3,,,,,,NA
MCS2025,Helium,Poland,"Production, helium gas content",million cubic meters,3,3, ,,,,24,
MCS2025,Helium,Qatar,"Production, helium gas content",million cubic meters,66,64,estimated 2023,,,,,Large
MCS2025,Helium,Russia ,"Production, helium gas content",million cubic meters,8,17,estimated 2023,,,,1700,
MCS2025,Helium,South Africa ,"Production, helium gas content",million cubic meters,,,Less than 1/2 unit,,,,,NA
MCS2025,Helium,World total (rounded),"Production, helium gas content",million cubic meters,176,180,,,,,,NA
MCS2025,Indium,United States,Refinery production,metric tons,,,,,,,,
MCS2025,Indium,Belgium,Refinery production,metric tons,19,10,,,,,50,
MCS2025,Indium,Canada ,Refinery production,metric tons,40,35,,,,,70,
MCS2025,Indium,China,Refinery production,metric tons,690,760,,,,,1100,
MCS2025,Indium,France,Refinery production,metric tons,21,21,,,,,70,
MCS2025,Indium,Japan,Refinery production,metric tons,65,60,,,,,70,
MCS2025,Indium,"Korea, Republic of",Refinery production,metric tons,180,180,,,,,310,
MCS2025,Indium,Peru,Refinery production,metric tons,,,,,,,50,
MCS2025,Indium,Russia ,Refinery production,metric tons,5,10,,,,,15,
MCS2025,Indium,Uzbekistan,Refinery production,metric tons,1,1,,,,,1,
MCS2025,Indium,World total (rounded),Refinery production,metric tons,1020,1080,,,,,1800,
MCS2025,Iodine,United States,"Mine production, elemental iodine",metric tons,,,W for 23-24,,,,250000,
MCS2025,Iodine,Azerbaijan,"Mine production, elemental iodine",metric tons,200,210,,,,,170000,
MCS2025,Iodine,Chile,"Mine production, elemental iodine",metric tons,21000,22000,,,,,610000,
MCS2025,Iodine,Indonesia,"Mine production, elemental iodine",metric tons,30,30,,,,,,NA
MCS2025,Iodine,Iran,"Mine production, elemental iodine",metric tons,700,700,,,,,40000,
MCS2025,Iodine,Japan,"Mine production, elemental iodine",metric tons,9900,9300,,,,,4900000,
MCS2025,Iodine,Russia ,"Mine production, elemental iodine",metric tons,3,3,,,,,120000,
MCS2025,Iodine,Turkmenistan,"Mine production, elemental iodine",metric tons,770,770,,,,,70000,
MCS2025,Iodine,World total (rounded),"Mine production, elemental iodine",metric tons,32600,33000,Excludes U.S. Production,,,,6200000,
MCS2025,Iron and Steel,United States,Pig iron,million metric tons,23,22,,,,,,
MCS2025,Iron and Steel,Brazil,Pig iron,million metric tons,26,27,,,,,,
MCS2025,Iron and Steel,Canada ,Pig iron,million metric tons,6,6,,,,,,
MCS2025,Iron and Steel,China,Pig iron,million metric tons,871,840,,,,,,
MCS2025,Iron and Steel,Germany,Pig iron,million metric tons,24,23,,,,,,
MCS2025,Iron and Steel,India,Pig iron,million metric tons,86,93,,,,,,
MCS2025,Iron and Steel,Iran,Pig iron,million metric tons,4,4,,,,,,
MCS2025,Iron and Steel,Italy,Pig iron,million metric tons,3,3,,,,,,
MCS2025,Iron and Steel,Japan,Pig iron,million metric tons,63,62,,,,,,
MCS2025,Iron and Steel,"Korea, Republic of",Pig iron,million metric tons,45,44,,,,,,
MCS2025,Iron and Steel,Mexico,Pig iron,million metric tons,1,1,,,,,,
MCS2025,Iron and Steel,Russia ,Pig iron,million metric tons,55,54,,,,,,
MCS2025,Iron and Steel,Taiwan,Pig iron,million metric tons,12,12,,,,,,
MCS2025,Iron and Steel,Turkey,Pig iron,million metric tons,9,8,,,,,,
MCS2025,Iron and Steel,Ukraine,Pig iron,million metric tons,6,6,,,,,,
MCS2025,Iron and Steel,Vietnam,Pig iron,million metric tons,13,13,,,,,,
MCS2025,Iron and Steel,Other Countries,Pig iron,million metric tons,61,67,,,,,,
MCS2025,Iron and Steel,World total (rounded),Pig iron,million metric tons,1310,1300,,,,,,
MCS2025,Iron and Steel,United States,Raw steel,million metric tons,81,81,,,,,,
MCS2025,Iron and Steel,Brazil,Raw steel,million metric tons,32,34,,,,,,
MCS2025,Iron and Steel,Canada ,Raw steel,million metric tons,12,12,,,,,,
MCS2025,Iron and Steel,China,Raw steel,million metric tons,1020,990,,,,,,
MCS2025,Iron and Steel,Germany,Raw steel,million metric tons,35,35,,,,,,
MCS2025,Iron and Steel,India,Raw steel,million metric tons,141,150,,,,,,
MCS2025,Iron and Steel,Iran,Raw steel,million metric tons,31,33,,,,,,
MCS2025,Iron and Steel,Italy,Raw steel,million metric tons,21,21,,,,,,
MCS2025,Iron and Steel,Japan,Raw steel,million metric tons,87,85,,,,,,
MCS2025,Iron and Steel,"Korea, Republic of",Raw steel,million metric tons,67,64,,,,,,
MCS2025,Iron and Steel,Mexico,Raw steel,million metric tons,16,16,,,,,,
MCS2025,Iron and Steel,Russia ,Raw steel,million metric tons,76,75,,,,,,
MCS2025,Iron and Steel,Taiwan,Raw steel,million metric tons,19,19,,,,,,
MCS2025,Iron and Steel,Turkey,Raw steel,million metric tons,34,32,,,,,,
MCS2025,Iron and Steel,Ukraine,Raw steel,million metric tons,6,6,,,,,,
MCS2025,Iron and Steel,Vietnam,Raw steel,million metric tons,19,19,,,,,,
MCS2025,Iron and Steel,Other Countries,Raw steel,million metric tons,188,200,,,,,,
MCS2025,Iron and Steel,World total (rounded),Raw steel,million metric tons,1890,1900, ,,,,,
MCS2025,Iron Ore  ,United States,"Mine production, usable ore",thousand metric tons,44700,48000,,,,,3600,"Crude Ore, million metric tons"
MCS2025,Iron Ore  ,Australia,"Mine production, usable ore",thousand metric tons,953000,930000,,,,,58000,"Crude Ore, million metric tons"
MCS2025,Iron Ore  ,Brazil,"Mine production, usable ore",thousand metric tons,445000,440000,,,,,34000,"Crude Ore, million metric tons"
MCS2025,Iron Ore  ,Canada ,"Mine production, usable ore",thousand metric tons,59400,54000,,,,,6000,"Crude Ore, million metric tons"
MCS2025,Iron Ore  ,Chile,"Mine production, usable ore",thousand metric tons,18100,18000,,,,,,NA  
MCS2025,Iron Ore  ,China,"Mine production, usable ore",thousand metric tons,278000,270000,,,,,20000,"Crude Ore, million metric tons"
MCS2025,Iron Ore  ,India,"Mine production, usable ore",thousand metric tons,278000,270000,,,,,5500,"Crude Ore, million metric tons"
MCS2025,Iron Ore  ,Iran,"Mine production, usable ore",thousand metric tons,85400,90000,estimated 2023,,,,3800,"Crude Ore, million metric tons"
MCS2025,Iron Ore  ,Kazakhstan,"Mine production, usable ore",thousand metric tons,28900,30000,,,,,2500,"Crude Ore, million metric tons"
MCS2025,Iron Ore  ,Mauritania,"Mine production, usable ore",thousand metric tons,14100,15000,,,,,,NA  
MCS2025,Iron Ore  ,Mexico,"Mine production, usable ore",thousand metric tons,8500,8000,,,,,,NA  
MCS2025,Iron Ore  ,Peru,"Mine production, usable ore",thousand metric tons,20900,21000,,,,,2600,"Crude Ore, million metric tons"
MCS2025,Iron Ore  ,Russia ,"Mine production, usable ore",thousand metric tons,90900,91000,,,,,35000,"Crude Ore, million metric tons"
MCS2025,Iron Ore  ,South Africa ,"Mine production, usable ore",thousand metric tons,63200,66000,,,,,930,"Crude Ore, million metric tons"
